user_id,Age,Gender,Location,product_id,Product,Brand,Gender_category,Brand_category,product_category,category,cost
000052,21,M,Indore,538,OnePlus Smartphone,OnePlus,M,OnePlus,Smartphone,Electronics,49760 INR
000059,36,F,Surat,539,Prestige Mixer Grinder,Prestige,F,Prestige,Mixer Grinder,Home & Kitchen,4611 INR
000038,31,M,Patna,540,Nivia Yoga Mat,Nivia,M,Nivia,Yoga Mat,Sports & Outdoors,1584 INR
000008,21,F,Vadodara,541,Decathlon Yoga Mat,Decathlon,F,Decathlon,Yoga Mat,Sports & Outdoors,532 INR
000066,23,M,Chennai,542,Himalaya Face Wash,Himalaya,M,Himalaya,Face Wash,Beauty & Personal Care,791 INR
000031,43,M,Patna,543,boAt Earbuds,boAt,M,boAt,Earbuds,Electronics,3686 INR
000054,60,F,Jaipur,544,Sony Earbuds,Sony,F,Sony,Earbuds,Electronics,8821 INR
000034,43,M,Chandigarh,545,Bajaj Mixer Grinder,Bajaj,M,Bajaj,Mixer Grinder,Home & Kitchen,2688 INR
000002,47,M,Chennai,546,Decathlon Yoga Mat,Decathlon,M,Decathlon,Yoga Mat,Sports & Outdoors,2372 INR
000034,26,F,Chennai,547,Sony Earbuds,Sony,F,Sony,Earbuds,Electronics,10338 INR
000021,46,F,Thiruvananthapuram,548,Nivia Yoga Mat,Nivia,F,Nivia,Yoga Mat,Sports & Outdoors,2571 INR
000039,60,M,Hyderabad,549,Nike T-shirt,Nike,M,Nike,T-shirt,Fashion,519 INR
000096,53,M,Jaipur,550,Puma T-shirt,Puma,M,Puma,T-shirt,Fashion,731 INR
000092,39,M,Jaipur,551,Boldfit Yoga Mat,Boldfit,M,Boldfit,Yoga Mat,Sports & Outdoors,1328 INR
000007,23,F,Jaipur,552,Apple Smartphone,Apple,F,Apple,Smartphone,Electronics,58719 INR
000099,26,F,Kolkata,553,Butterfly Mixer Grinder,Butterfly,F,Butterfly,Mixer Grinder,Home & Kitchen,1658 INR
000015,22,M,Surat,554,Xiaomi Smartphone,Xiaomi,M,Xiaomi,Smartphone,Electronics,91350 INR
000071,27,F,Hyderabad,555,Xiaomi Smartphone,Xiaomi,F,Xiaomi,Smartphone,Electronics,62795 INR
000006,40,M,Pune,556,HP Laptop,HP,M,HP,Laptop,Electronics,132251 INR
000072,44,M,Pune,557,Samsung Smartwatch,Samsung,M,Samsung,Smartwatch,Electronics,29020 INR
000004,29,F,Coimbatore,558,Sony Earbuds,Sony,F,Sony,Earbuds,Electronics,6216 INR
000090,24,F,Bangalore,559,Prestige Mixer Grinder,Prestige,F,Prestige,Mixer Grinder,Home & Kitchen,4769 INR
000059,40,F,Pune,560,boAt Earbuds,boAt,F,boAt,Earbuds,Electronics,7328 INR
000052,39,F,Chennai,561,H&M T-shirt,H&M,F,H&M,T-shirt,Fashion,1613 INR
000066,43,F,Ahmedabad,562,HP Laptop,HP,F,HP,Laptop,Electronics,53405 INR
000075,34,M,Delhi,563,Cetaphil Face Wash,Cetaphil,M,Cetaphil,Face Wash,Beauty & Personal Care,453 INR
000094,38,F,Thiruvananthapuram,564,Nivia Yoga Mat,Nivia,F,Nivia,Yoga Mat,Sports & Outdoors,1877 INR
000074,30,F,Bangalore,565,Nike Sneakers,Nike,F,Nike,Sneakers,Fashion,10518 INR
000069,60,M,Bhopal,566,Nike Sneakers,Nike,M,Nike,Sneakers,Fashion,7409 INR
000080,38,M,Chandigarh,567,Domyos Yoga Mat,Domyos,M,Domyos,Yoga Mat,Sports & Outdoors,1972 INR
000042,43,F,Surat,568,Samsung Smartwatch,Samsung,F,Samsung,Smartwatch,Electronics,29554 INR
000086,42,M,Thiruvananthapuram,569,Ponds Face Wash,Ponds,M,Ponds,Face Wash,Beauty & Personal Care,515 INR
000071,18,F,Chandigarh,570,Apple Earbuds,Apple,F,Apple,Earbuds,Electronics,11559 INR
000060,46,F,Mumbai,571,Boldfit Yoga Mat,Boldfit,F,Boldfit,Yoga Mat,Sports & Outdoors,995 INR
000085,23,F,Vadodara,572,Ponds Face Wash,Ponds,F,Ponds,Face Wash,Beauty & Personal Care,195 INR
000097,33,F,Pune,573,JBL Earbuds,JBL,F,JBL,Earbuds,Electronics,1800 INR
000006,33,F,Thiruvananthapuram,574,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,84321 INR
000081,54,M,Indore,575,Butterfly Mixer Grinder,Butterfly,M,Butterfly,Mixer Grinder,Home & Kitchen,5497 INR
000019,59,M,Delhi,576,Adidas Sneakers,Adidas,M,Adidas,Sneakers,Fashion,4881 INR
000090,51,F,Bangalore,577,Decathlon Yoga Mat,Decathlon,F,Decathlon,Yoga Mat,Sports & Outdoors,797 INR
000059,26,F,Vadodara,578,Domyos Yoga Mat,Domyos,F,Domyos,Yoga Mat,Sports & Outdoors,2112 INR
000079,50,F,Surat,579,Prestige Mixer Grinder,Prestige,F,Prestige,Mixer Grinder,Home & Kitchen,9277 INR
000058,34,M,Jaipur,580,Boldfit Yoga Mat,Boldfit,M,Boldfit,Yoga Mat,Sports & Outdoors,2867 INR
000031,35,F,Chennai,581,Adidas T-shirt,Adidas,F,Adidas,T-shirt,Fashion,856 INR
000043,38,M,Hyderabad,582,Samsung Smartwatch,Samsung,M,Samsung,Smartwatch,Electronics,27102 INR
000089,27,M,Chennai,583,Reebok Sneakers,Reebok,M,Reebok,Sneakers,Fashion,7421 INR
000070,47,F,Bangalore,584,Apple Earbuds,Apple,F,Apple,Earbuds,Electronics,13762 INR
000099,55,M,Patna,585,Reebok Sneakers,Reebok,M,Reebok,Sneakers,Fashion,2096 INR
000046,37,F,Coimbatore,586,Decathlon Yoga Mat,Decathlon,F,Decathlon,Yoga Mat,Sports & Outdoors,2299 INR
000029,35,F,Visakhapatnam,587,OnePlus Smartphone,OnePlus,F,OnePlus,Smartphone,Electronics,59057 INR
000086,43,M,Nagpur,588,Apple Smartwatch,Apple,M,Apple,Smartwatch,Electronics,27822 INR
000076,54,M,Chennai,589,Adidas Sneakers,Adidas,M,Adidas,Sneakers,Fashion,9564 INR
000024,21,F,Indore,590,Wrangler Jeans,Wrangler,F,Wrangler,Jeans,Fashion,4524 INR
000042,39,F,Jaipur,591,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,3341 INR
000061,19,M,Bhopal,592,boAt Earbuds,boAt,M,boAt,Earbuds,Electronics,2319 INR
000097,19,M,Mumbai,593,Realme Smartphone,Realme,M,Realme,Smartphone,Electronics,34973 INR
000031,26,F,Delhi,594,Mamaearth Face Wash,Mamaearth,F,Mamaearth,Face Wash,Beauty & Personal Care,576 INR
000090,34,F,Kolkata,595,Himalaya Face Wash,Himalaya,F,Himalaya,Face Wash,Beauty & Personal Care,267 INR
000040,24,M,Chandigarh,596,Cetaphil Face Wash,Cetaphil,M,Cetaphil,Face Wash,Beauty & Personal Care,506 INR
000092,30,M,Patna,597,boAt Earbuds,boAt,M,boAt,Earbuds,Electronics,10882 INR
000088,56,M,Patna,598,Xiaomi Smartphone,Xiaomi,M,Xiaomi,Smartphone,Electronics,84827 INR
000055,60,F,Chennai,599,Domyos Yoga Mat,Domyos,F,Domyos,Yoga Mat,Sports & Outdoors,351 INR
000054,49,M,Coimbatore,600,Spykar Jeans,Spykar,M,Spykar,Jeans,Fashion,2053 INR
000056,29,F,Thiruvananthapuram,601,Boldfit Yoga Mat,Boldfit,F,Boldfit,Yoga Mat,Sports & Outdoors,2204 INR
000056,55,F,Lucknow,602,boAt Earbuds,boAt,F,boAt,Earbuds,Electronics,10139 INR
000058,33,F,Patna,603,Cetaphil Face Wash,Cetaphil,F,Cetaphil,Face Wash,Beauty & Personal Care,444 INR
000004,49,F,Kolkata,604,Prestige Mixer Grinder,Prestige,F,Prestige,Mixer Grinder,Home & Kitchen,7313 INR
000034,39,F,Thiruvananthapuram,605,Puma T-shirt,Puma,F,Puma,T-shirt,Fashion,320 INR
000067,30,M,Pune,606,Reebok Sneakers,Reebok,M,Reebok,Sneakers,Fashion,11096 INR
000098,33,F,Visakhapatnam,607,Philips Mixer Grinder,Philips,F,Philips,Mixer Grinder,Home & Kitchen,3024 INR
000038,32,F,Pune,608,Puma T-shirt,Puma,F,Puma,T-shirt,Fashion,1055 INR
000061,53,F,Coimbatore,609,Domyos Yoga Mat,Domyos,F,Domyos,Yoga Mat,Sports & Outdoors,1741 INR
000090,47,F,Chandigarh,610,Adidas T-shirt,Adidas,F,Adidas,T-shirt,Fashion,547 INR
000093,30,F,Delhi,611,Decathlon Yoga Mat,Decathlon,F,Decathlon,Yoga Mat,Sports & Outdoors,1084 INR
000028,48,F,Patna,612,Domyos Yoga Mat,Domyos,F,Domyos,Yoga Mat,Sports & Outdoors,711 INR
000025,36,M,Bhopal,613,Fitbit Smartwatch,Fitbit,M,Fitbit,Smartwatch,Electronics,2927 INR
000091,52,M,Jaipur,614,Apple Smartphone,Apple,M,Apple,Smartphone,Electronics,87529 INR
000038,26,F,Delhi,615,Realme Smartphone,Realme,F,Realme,Smartphone,Electronics,52268 INR
000061,48,F,Lucknow,616,Apple Smartwatch,Apple,F,Apple,Smartwatch,Electronics,18546 INR
000062,25,M,Indore,617,Philips Mixer Grinder,Philips,M,Philips,Mixer Grinder,Home & Kitchen,2378 INR
000020,27,F,Chennai,618,boAt Earbuds,boAt,F,boAt,Earbuds,Electronics,19286 INR
000098,44,M,Vadodara,619,Reebok Sneakers,Reebok,M,Reebok,Sneakers,Fashion,9253 INR
000039,55,F,Chandigarh,620,Himalaya Face Wash,Himalaya,F,Himalaya,Face Wash,Beauty & Personal Care,724 INR
000095,24,M,Mumbai,621,Nike T-shirt,Nike,M,Nike,T-shirt,Fashion,621 INR
000031,29,M,Kolkata,622,OnePlus Smartphone,OnePlus,M,OnePlus,Smartphone,Electronics,74048 INR
000089,56,F,Chandigarh,623,Samsung Smartphone,Samsung,F,Samsung,Smartphone,Electronics,52762 INR
000091,36,F,Chennai,624,Sony Earbuds,Sony,F,Sony,Earbuds,Electronics,7482 INR
000055,25,M,Hyderabad,625,Adidas T-shirt,Adidas,M,Adidas,T-shirt,Fashion,446 INR
000008,28,F,Thiruvananthapuram,626,Ponds Face Wash,Ponds,F,Ponds,Face Wash,Beauty & Personal Care,549 INR
000016,47,F,Indore,627,Puma T-shirt,Puma,F,Puma,T-shirt,Fashion,1405 INR
000064,46,M,Thiruvananthapuram,628,OnePlus Smartphone,OnePlus,M,OnePlus,Smartphone,Electronics,57247 INR
000078,34,M,Chennai,629,boAt Earbuds,boAt,M,boAt,Earbuds,Electronics,9831 INR
000074,20,M,Visakhapatnam,630,Boldfit Yoga Mat,Boldfit,M,Boldfit,Yoga Mat,Sports & Outdoors,1439 INR
000024,55,F,Visakhapatnam,631,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,75607 INR
000053,39,F,Delhi,632,Fitbit Smartwatch,Fitbit,F,Fitbit,Smartwatch,Electronics,28977 INR
000089,49,F,Indore,633,Nivia Yoga Mat,Nivia,F,Nivia,Yoga Mat,Sports & Outdoors,2162 INR
000012,38,F,Lucknow,634,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,143365 INR
000066,18,F,Coimbatore,635,Samsung Smartphone,Samsung,F,Samsung,Smartphone,Electronics,82952 INR
000047,57,F,Nagpur,636,Samsung Smartphone,Samsung,F,Samsung,Smartphone,Electronics,50003 INR
000071,26,F,Nagpur,637,Philips Mixer Grinder,Philips,F,Philips,Mixer Grinder,Home & Kitchen,1972 INR
000081,56,M,Kolkata,638,Puma T-shirt,Puma,M,Puma,T-shirt,Fashion,328 INR
000071,44,M,Pune,639,Lenovo Laptop,Lenovo,M,Lenovo,Laptop,Electronics,45396 INR
000083,27,F,Chandigarh,640,Domyos Yoga Mat,Domyos,F,Domyos,Yoga Mat,Sports & Outdoors,2001 INR
000062,48,M,Nagpur,641,Decathlon Yoga Mat,Decathlon,M,Decathlon,Yoga Mat,Sports & Outdoors,1871 INR
000025,56,M,Chennai,642,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,996 INR
000065,35,M,Chandigarh,643,Puma T-shirt,Puma,M,Puma,T-shirt,Fashion,1487 INR
000085,49,M,Nagpur,644,Boldfit Yoga Mat,Boldfit,M,Boldfit,Yoga Mat,Sports & Outdoors,1713 INR
000043,53,F,Nagpur,645,Wrangler Jeans,Wrangler,F,Wrangler,Jeans,Fashion,2756 INR
000074,42,M,Coimbatore,646,Xiaomi Smartphone,Xiaomi,M,Xiaomi,Smartphone,Electronics,76993 INR
000091,42,F,Hyderabad,647,Philips Mixer Grinder,Philips,F,Philips,Mixer Grinder,Home & Kitchen,3568 INR
000065,55,F,Delhi,648,Philips Mixer Grinder,Philips,F,Philips,Mixer Grinder,Home & Kitchen,8986 INR
000002,27,F,Hyderabad,649,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,132436 INR
000034,39,F,Chennai,650,Spykar Jeans,Spykar,F,Spykar,Jeans,Fashion,3394 INR
000081,49,M,Thiruvananthapuram,651,Dell Laptop,Dell,M,Dell,Laptop,Electronics,112727 INR
000088,36,M,Chennai,652,Nike Sneakers,Nike,M,Nike,Sneakers,Fashion,3646 INR
000057,28,F,Ahmedabad,653,Xiaomi Smartphone,Xiaomi,F,Xiaomi,Smartphone,Electronics,22355 INR
000038,40,F,Coimbatore,654,Samsung Smartwatch,Samsung,F,Samsung,Smartwatch,Electronics,36810 INR
000053,54,M,Kolkata,655,Apple Smartwatch,Apple,M,Apple,Smartwatch,Electronics,41943 INR
000049,57,M,Visakhapatnam,656,Mamaearth Face Wash,Mamaearth,M,Mamaearth,Face Wash,Beauty & Personal Care,337 INR
000060,58,F,Nagpur,657,Nike T-shirt,Nike,F,Nike,T-shirt,Fashion,1947 INR
000060,36,M,Chennai,658,Bajaj Mixer Grinder,Bajaj,M,Bajaj,Mixer Grinder,Home & Kitchen,6401 INR
000082,45,F,Nagpur,659,Adidas T-shirt,Adidas,F,Adidas,T-shirt,Fashion,1087 INR
000062,24,M,Indore,660,Ponds Face Wash,Ponds,M,Ponds,Face Wash,Beauty & Personal Care,688 INR
000038,36,M,Indore,661,Nike T-shirt,Nike,M,Nike,T-shirt,Fashion,1459 INR
000088,21,F,Chandigarh,662,Sony Earbuds,Sony,F,Sony,Earbuds,Electronics,8176 INR
000082,30,F,Hyderabad,663,Apple Laptop,Apple,F,Apple,Laptop,Electronics,70492 INR
000057,20,F,Hyderabad,664,HP Laptop,HP,F,HP,Laptop,Electronics,72823 INR
000096,44,M,Mumbai,665,Fitbit Smartwatch,Fitbit,M,Fitbit,Smartwatch,Electronics,36789 INR
000065,35,M,Jaipur,666,Bajaj Mixer Grinder,Bajaj,M,Bajaj,Mixer Grinder,Home & Kitchen,7049 INR
000015,47,M,Hyderabad,667,Apple Earbuds,Apple,M,Apple,Earbuds,Electronics,19262 INR
000047,23,F,Ahmedabad,668,Puma T-shirt,Puma,F,Puma,T-shirt,Fashion,553 INR
000059,41,F,Patna,669,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,3775 INR
000087,32,F,Ahmedabad,670,Ponds Face Wash,Ponds,F,Ponds,Face Wash,Beauty & Personal Care,724 INR
000029,59,M,Nagpur,671,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,538 INR
000018,20,M,Chandigarh,672,Philips Mixer Grinder,Philips,M,Philips,Mixer Grinder,Home & Kitchen,3092 INR
000031,52,M,Indore,673,Bajaj Mixer Grinder,Bajaj,M,Bajaj,Mixer Grinder,Home & Kitchen,8366 INR
000076,27,F,Delhi,674,Butterfly Mixer Grinder,Butterfly,F,Butterfly,Mixer Grinder,Home & Kitchen,6083 INR
000005,41,M,Nagpur,675,Prestige Mixer Grinder,Prestige,M,Prestige,Mixer Grinder,Home & Kitchen,7442 INR
000013,41,F,Bangalore,676,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,5109 INR
000016,47,M,Mumbai,677,Himalaya Face Wash,Himalaya,M,Himalaya,Face Wash,Beauty & Personal Care,151 INR
000043,33,M,Patna,678,boAt Earbuds,boAt,M,boAt,Earbuds,Electronics,19160 INR
000027,55,M,Pune,679,Wrangler Jeans,Wrangler,M,Wrangler,Jeans,Fashion,823 INR
000036,27,M,Surat,680,Adidas T-shirt,Adidas,M,Adidas,T-shirt,Fashion,525 INR
000085,19,M,Ahmedabad,681,Wrangler Jeans,Wrangler,M,Wrangler,Jeans,Fashion,3452 INR
000003,29,F,Bangalore,682,Noise Smartwatch,Noise,F,Noise,Smartwatch,Electronics,36477 INR
000015,22,F,Nagpur,683,Levi's Jeans,Levi's,F,Levi's,Jeans,Fashion,4502 INR
000065,32,M,Vadodara,684,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,1617 INR
000004,21,F,Indore,685,Nike Sneakers,Nike,F,Nike,Sneakers,Fashion,10032 INR
000092,46,M,Chennai,686,Wrangler Jeans,Wrangler,M,Wrangler,Jeans,Fashion,1338 INR
000017,35,F,Indore,687,Ponds Face Wash,Ponds,F,Ponds,Face Wash,Beauty & Personal Care,564 INR
000065,56,F,Delhi,688,Asus Laptop,Asus,F,Asus,Laptop,Electronics,124481 INR
000028,45,F,Pune,689,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,9430 INR
000052,44,M,Lucknow,690,Puma Sneakers,Puma,M,Puma,Sneakers,Fashion,6176 INR
000048,27,F,Chennai,691,Apple Laptop,Apple,F,Apple,Laptop,Electronics,42219 INR
000056,24,F,Hyderabad,692,Nivia Yoga Mat,Nivia,F,Nivia,Yoga Mat,Sports & Outdoors,2702 INR
000072,53,F,Delhi,693,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,8929 INR
000093,21,F,Thiruvananthapuram,694,H&M T-shirt,H&M,F,H&M,T-shirt,Fashion,512 INR
000074,50,M,Hyderabad,695,Prestige Mixer Grinder,Prestige,M,Prestige,Mixer Grinder,Home & Kitchen,3273 INR
000045,53,F,Delhi,696,Puma T-shirt,Puma,F,Puma,T-shirt,Fashion,763 INR
000055,53,M,Thiruvananthapuram,697,Nike T-shirt,Nike,M,Nike,T-shirt,Fashion,669 INR
000035,37,F,Bhopal,698,Samsung Smartphone,Samsung,F,Samsung,Smartphone,Electronics,33776 INR
000073,60,F,Chennai,699,Apple Smartwatch,Apple,F,Apple,Smartwatch,Electronics,8013 INR
000096,51,M,Indore,700,Reebok Sneakers,Reebok,M,Reebok,Sneakers,Fashion,7585 INR
000021,41,F,Lucknow,701,Himalaya Face Wash,Himalaya,F,Himalaya,Face Wash,Beauty & Personal Care,153 INR
000020,28,M,Chennai,702,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,1655 INR
000055,49,F,Coimbatore,703,Adidas T-shirt,Adidas,F,Adidas,T-shirt,Fashion,1846 INR
000066,25,F,Coimbatore,704,HP Laptop,HP,F,HP,Laptop,Electronics,118895 INR
000087,55,F,Vadodara,705,Nike T-shirt,Nike,F,Nike,T-shirt,Fashion,751 INR
000051,56,M,Ahmedabad,706,Sony Earbuds,Sony,M,Sony,Earbuds,Electronics,7921 INR
000099,26,F,Chandigarh,707,Levi's Jeans,Levi's,F,Levi's,Jeans,Fashion,863 INR
000064,45,M,Hyderabad,708,Adidas Sneakers,Adidas,M,Adidas,Sneakers,Fashion,10196 INR
000072,60,F,Chennai,709,Nike Sneakers,Nike,F,Nike,Sneakers,Fashion,9147 INR
000003,47,M,Lucknow,710,Cetaphil Face Wash,Cetaphil,M,Cetaphil,Face Wash,Beauty & Personal Care,687 INR
000052,58,F,Chandigarh,711,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,32733 INR
000042,28,F,Bhopal,712,Lenovo Laptop,Lenovo,F,Lenovo,Laptop,Electronics,140688 INR
000014,33,F,Patna,713,Nike Sneakers,Nike,F,Nike,Sneakers,Fashion,8484 INR
000040,39,M,Lucknow,714,Apple Smartwatch,Apple,M,Apple,Smartwatch,Electronics,35455 INR
000082,25,M,Bhopal,715,Wrangler Jeans,Wrangler,M,Wrangler,Jeans,Fashion,2735 INR
000014,27,F,Mumbai,716,Samsung Smartwatch,Samsung,F,Samsung,Smartwatch,Electronics,44959 INR
000010,29,F,Nagpur,717,Cetaphil Face Wash,Cetaphil,F,Cetaphil,Face Wash,Beauty & Personal Care,797 INR
000073,59,F,Lucknow,718,Noise Smartwatch,Noise,F,Noise,Smartwatch,Electronics,6475 INR
000061,46,F,Jaipur,719,Himalaya Face Wash,Himalaya,F,Himalaya,Face Wash,Beauty & Personal Care,460 INR
000065,22,F,Nagpur,720,Philips Mixer Grinder,Philips,F,Philips,Mixer Grinder,Home & Kitchen,2432 INR
000048,36,M,Chennai,721,Cetaphil Face Wash,Cetaphil,M,Cetaphil,Face Wash,Beauty & Personal Care,573 INR
000075,53,M,Nagpur,722,Mamaearth Face Wash,Mamaearth,M,Mamaearth,Face Wash,Beauty & Personal Care,429 INR
000078,48,M,Bangalore,723,Philips Mixer Grinder,Philips,M,Philips,Mixer Grinder,Home & Kitchen,7126 INR
000092,23,M,Bangalore,724,Apple Earbuds,Apple,M,Apple,Earbuds,Electronics,15398 INR
000068,51,M,Bhopal,725,Lee Jeans,Lee,M,Lee,Jeans,Fashion,3973 INR
000053,39,M,Lucknow,726,HP Laptop,HP,M,HP,Laptop,Electronics,42387 INR
000072,42,F,Jaipur,727,Mamaearth Face Wash,Mamaearth,F,Mamaearth,Face Wash,Beauty & Personal Care,441 INR
000011,55,M,Bhopal,728,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,564 INR
000077,23,F,Surat,729,Puma Sneakers,Puma,F,Puma,Sneakers,Fashion,4093 INR
000086,51,M,Coimbatore,730,Domyos Yoga Mat,Domyos,M,Domyos,Yoga Mat,Sports & Outdoors,374 INR
000047,37,M,Mumbai,731,Spykar Jeans,Spykar,M,Spykar,Jeans,Fashion,2372 INR
000029,26,M,Chennai,732,Nike T-shirt,Nike,M,Nike,T-shirt,Fashion,1339 INR
000099,52,M,Lucknow,733,Mamaearth Face Wash,Mamaearth,M,Mamaearth,Face Wash,Beauty & Personal Care,711 INR
000049,27,M,Kolkata,734,Mamaearth Face Wash,Mamaearth,M,Mamaearth,Face Wash,Beauty & Personal Care,548 INR
000006,44,F,Pune,735,Bajaj Mixer Grinder,Bajaj,F,Bajaj,Mixer Grinder,Home & Kitchen,8855 INR
000030,52,M,Chandigarh,736,Prestige Mixer Grinder,Prestige,M,Prestige,Mixer Grinder,Home & Kitchen,7526 INR
000087,54,F,Nagpur,737,Uniqlo T-shirt,Uniqlo,F,Uniqlo,T-shirt,Fashion,1329 INR
000068,44,M,Mumbai,738,Mamaearth Face Wash,Mamaearth,M,Mamaearth,Face Wash,Beauty & Personal Care,356 INR
000007,59,F,Bhopal,739,Nivia Yoga Mat,Nivia,F,Nivia,Yoga Mat,Sports & Outdoors,2413 INR
000016,36,M,Kolkata,740,Uniqlo T-shirt,Uniqlo,M,Uniqlo,T-shirt,Fashion,1351 INR
000019,45,M,Pune,741,Bajaj Mixer Grinder,Bajaj,M,Bajaj,Mixer Grinder,Home & Kitchen,1936 INR
000054,21,F,Vadodara,742,Wrangler Jeans,Wrangler,F,Wrangler,Jeans,Fashion,3963 INR
000011,41,M,Ahmedabad,743,Levi's Jeans,Levi's,M,Levi's,Jeans,Fashion,3546 INR
000019,26,M,Chandigarh,744,Prestige Mixer Grinder,Prestige,M,Prestige,Mixer Grinder,Home & Kitchen,9185 INR
000058,57,M,Chennai,745,Xiaomi Smartphone,Xiaomi,M,Xiaomi,Smartphone,Electronics,43266 INR
